Page URL,Source,Followers,Date,Time,Time Zone,Post Type,Interactions,Post Message,Post Link
Facebook.com/Txrebels,Heart of Texas,216268,2017-05-06,19:04:00 , GMT-0400,Facebook,5696,,https://www.facebook.com/txrebels/posts/1203149086473579
Facebook.com/Txrebels,Heart of Texas,167434,2017-01-03,19:04:01 , GMT-0500,Facebook,5675,,https://www.facebook.com/txrebels/posts/1081755741946248
Facebook.com/Txrebels,Heart of Texas,247597,2017-08-15,18:00:00 , GMT-0400,Facebook,5670,,https://www.facebook.com/txrebels/posts/1318198461635307
Facebook.com/Txrebels,Heart of Texas,163007,2016-12-21,14:00:36 , GMT-0500,Facebook,5665,,https://www.facebook.com/txrebels/posts/1080287188759770
Facebook.com/Txrebels,Heart of Texas,238057,2017-07-14,20:04:00 , GMT-0400,Facebook,5664,,https://www.facebook.com/txrebels/posts/1285042851617535
Facebook.com/Txrebels,Heart of Texas,199162,2017-03-29,16:51:00 , GMT-0400,Facebook,5606,,https://www.facebook.com/txrebels/posts/1172998659488622
Facebook.com/Txrebels,Heart of Texas,171919,2017-01-18,15:59:01 , GMT-0500,Facebook,5602,,https://www.facebook.com/txrebels/posts/1104069799714842
Facebook.com/Txrebels,Heart of Texas,186255,2017-03-01,18:00:00 , GMT-0500,Facebook,5587,,https://www.facebook.com/txrebels/posts/1146087565513065
Facebook.com/Txrebels,Heart of Texas,184091,2017-02-24,15:52:00 , GMT-0500,Facebook,5550,,https://www.facebook.com/txrebels/posts/1138884952899993
Facebook.com/Txrebels,Heart of Texas,240491,2017-07-24,13:30:00 , GMT-0400,Facebook,5546,,https://www.facebook.com/txrebels/posts/1295512047237282
Facebook.com/Txrebels,Heart of Texas,249470,2017-08-21,16:00:00 , GMT-0400,Facebook,5545,,https://www.facebook.com/txrebels/posts/1325138850941268
Facebook.com/Txrebels,Heart of Texas,236308,2017-07-10,16:15:00 , GMT-0400,Facebook,5530,,https://www.facebook.com/txrebels/posts/1280886122033208
Facebook.com/Txrebels,Heart of Texas,239886,2017-07-20,11:00:00 , GMT-0400,Facebook,5509,,https://www.facebook.com/txrebels/posts/1291097704345383
Facebook.com/Txrebels,Heart of Texas,219789,2017-05-18,19:00:00 , GMT-0400,Facebook,5496,,https://www.facebook.com/txrebels/posts/1225715840883570
Facebook.com/Txrebels,Heart of Texas,211203,2017-04-19,19:00:00 , GMT-0400,Facebook,5454,,https://www.facebook.com/txrebels/posts/1198124510309370
Facebook.com/Txrebels,Heart of Texas,176687,2017-02-04,18:00:00 , GMT-0500,Facebook,5442,,https://www.facebook.com/txrebels/posts/1117926058329216
Facebook.com/Txrebels,Heart of Texas,194098,2017-03-22,20:00:00 , GMT-0400,Facebook,5430,,https://www.facebook.com/txrebels/posts/1165818456873309
Facebook.com/Txrebels,Heart of Texas,169901,2017-01-11,17:24:00 , GMT-0500,Facebook,5368,,https://www.facebook.com/txrebels/posts/1097356433719512
Facebook.com/Txrebels,Heart of Texas,235294,2017-07-08,18:00:00 , GMT-0400,Facebook,5347,,https://www.facebook.com/txrebels/posts/1274942632627557
Facebook.com/Txrebels,Heart of Texas,193310,2017-03-19,16:52:00 , GMT-0400,Facebook,5311,,https://www.facebook.com/txrebels/posts/1160340214087800
Facebook.com/Txrebels,Heart of Texas,217476,2017-05-09,18:00:00 , GMT-0400,Facebook,5284,,https://www.facebook.com/txrebels/posts/1203143503140804
Facebook.com/Txrebels,Heart of Texas,216268,2017-05-06,16:50:00 , GMT-0400,Facebook,5245,,https://www.facebook.com/txrebels/posts/1203133789808442
Facebook.com/Txrebels,Heart of Texas,235294,2017-07-08,16:13:00 , GMT-0400,Facebook,5229,,https://www.facebook.com/txrebels/posts/1274942262627594
Facebook.com/Txrebels,Heart of Texas,239886,2017-07-20,13:00:00 , GMT-0400,Facebook,5225,,https://www.facebook.com/txrebels/posts/1291098761011944
Facebook.com/Txrebels,Heart of Texas,173839,2017-01-27,17:00:00 , GMT-0500,Facebook,5224,,https://www.facebook.com/txrebels/posts/1114462068675615
Facebook.com/Txrebels,Heart of Texas,223740,2017-06-07,18:00:00 , GMT-0400,Facebook,5220,,https://www.facebook.com/txrebels/posts/1246153862173101
Facebook.com/Txrebels,Heart of Texas,165337,2016-12-28,19:31:00 , GMT-0500,Facebook,5200,,https://www.facebook.com/txrebels/posts/1085633438225145
Facebook.com/Txrebels,Heart of Texas,210871,2017-04-18,16:59:00 , GMT-0400,Facebook,5200,,https://www.facebook.com/txrebels/posts/1196893953765759
Facebook.com/Txrebels,Heart of Texas,237156,2017-07-13,18:00:00 , GMT-0400,Facebook,5175,,https://www.facebook.com/txrebels/posts/1283690518419435
Facebook.com/Txrebels,Heart of Texas,240220,2017-07-22,12:00:00 , GMT-0400,Facebook,5174,,https://www.facebook.com/txrebels/posts/1292112927577194
Facebook.com/Txrebels,Heart of Texas,202767,2017-04-12,18:00:00 , GMT-0400,Facebook,5168,,https://www.facebook.com/txrebels/posts/1189897484465406
Facebook.com/Txrebels,Heart of Texas,235067,2017-07-07,19:30:00 , GMT-0400,Facebook,5158,,https://www.facebook.com/txrebels/posts/1274940979294389
Facebook.com/Txrebels,Heart of Texas,173839,2017-01-27,17:30:00 , GMT-0500,Facebook,5121,,https://www.facebook.com/txrebels/posts/1114462678675554
Facebook.com/Txrebels,Heart of Texas,190420,2017-03-09,17:00:00 , GMT-0500,Facebook,5087,,https://www.facebook.com/txrebels/posts/1153475778107577
Facebook.com/Txrebels,Heart of Texas,207108,2017-04-14,19:00:00 , GMT-0400,Facebook,5069,,https://www.facebook.com/txrebels/posts/1192387817549706
Facebook.com/Txrebels,Heart of Texas,215476,2017-05-02,16:48:00 , GMT-0400,Facebook,5047,,https://www.facebook.com/txrebels/posts/1203131509808670
Facebook.com/Txrebels,Heart of Texas,159622,2016-12-08,14:25:01 , GMT-0500,Facebook,5030,,https://www.facebook.com/txrebels/posts/1067498680038621
Facebook.com/Txrebels,Heart of Texas,160596,2016-12-14,17:14:00 , GMT-0500,Facebook,5018,,https://www.facebook.com/txrebels/posts/1073959352725887
Facebook.com/Txrebels,Heart of Texas,195421,2017-03-25,20:36:00 , GMT-0400,Facebook,4996,,https://www.facebook.com/txrebels/posts/1167866323335189
Facebook.com/Txrebels,Heart of Texas,240082,2017-07-21,16:00:00 , GMT-0400,Facebook,4977,,https://www.facebook.com/txrebels/posts/1292097117578775
Facebook.com/Txrebels,Heart of Texas,219789,2017-05-18,18:30:00 , GMT-0400,Facebook,4973,,https://www.facebook.com/txrebels/posts/1225715557550265
Facebook.com/Txrebels,Heart of Texas,167434,2017-01-03,18:00:00 , GMT-0500,Facebook,4968,,https://www.facebook.com/txrebels/posts/1081754995279656
Facebook.com/Txrebels,Heart of Texas,212515,2017-04-23,19:56:00 , GMT-0400,Facebook,4967,,https://www.facebook.com/txrebels/posts/1201771689944652
Facebook.com/Txrebels,Heart of Texas,232165,2017-06-22,20:00:00 , GMT-0400,Facebook,4942,,https://www.facebook.com/txrebels/posts/1262467320541755
Facebook.com/Txrebels,Heart of Texas,186855,2017-03-02,17:00:00 , GMT-0500,Facebook,4935,,https://www.facebook.com/txrebels/posts/1146905565431265
Facebook.com/Txrebels,Heart of Texas,240598,2017-07-25,19:00:00 , GMT-0400,Facebook,4927,,https://www.facebook.com/txrebels/posts/1296862490435571
Facebook.com/Txrebels,Heart of Texas,159770,2016-12-09,10:00:00 , GMT-0500,Facebook,4913,,https://www.facebook.com/txrebels/posts/1068558966599259
Facebook.com/Txrebels,Heart of Texas,235294,2017-07-08,16:59:00 , GMT-0400,Facebook,4906,,https://www.facebook.com/txrebels/posts/1274942435960910
Facebook.com/Txrebels,Heart of Texas,201937,2017-04-09,20:26:00 , GMT-0400,Facebook,4905,,https://www.facebook.com/txrebels/posts/1173101736144981
Facebook.com/Txrebels,Heart of Texas,164428,2016-12-27,18:00:00 , GMT-0500,Facebook,4904,,https://www.facebook.com/txrebels/posts/1084820578306431
Facebook.com/Txrebels,Heart of Texas,229567,2017-06-18,18:00:00 , GMT-0400,Facebook,4901,,https://www.facebook.com/txrebels/posts/1256349587820195
Facebook.com/Txrebels,Heart of Texas,167821,2017-01-04,17:07:00 , GMT-0500,Facebook,4890,,https://www.facebook.com/txrebels/posts/1084068131715009
Facebook.com/Txrebels,Heart of Texas,162279,2016-12-19,19:00:02 , GMT-0500,Facebook,4886,,https://www.facebook.com/txrebels/posts/1078613225593833
Facebook.com/Txrebels,Heart of Texas,220136,2017-05-20,16:32:00 , GMT-0400,Facebook,4865,,https://www.facebook.com/txrebels/posts/1223175581137596
Facebook.com/Txrebels,Heart of Texas,172086,2017-01-19,17:30:00 , GMT-0500,Facebook,4841,,https://www.facebook.com/txrebels/posts/1105190502936105
Facebook.com/Txrebels,Heart of Texas,193845,2017-03-21,16:00:02 , GMT-0400,Facebook,4794,,https://www.facebook.com/txrebels/posts/1164816343640187
Facebook.com/Txrebels,Heart of Texas,211203,2017-04-19,18:00:00 , GMT-0400,Facebook,4784,,https://www.facebook.com/txrebels/posts/1198123666976121
Facebook.com/Txrebels,Heart of Texas,161535,2016-12-17,12:00:00 , GMT-0500,Facebook,4774,,https://www.facebook.com/txrebels/posts/1075870105868145
Facebook.com/Txrebels,Heart of Texas,164814,2016-12-28,17:30:00 , GMT-0500,Facebook,4747,,https://www.facebook.com/txrebels/posts/1085632988225190
Facebook.com/Txrebels,Heart of Texas,179756,2017-02-12,9:00:01 , GMT-0500,Facebook,4746,,https://www.facebook.com/txrebels/posts/1125454204243068
Facebook.com/Txrebels,Heart of Texas,194385,2017-03-23,19:00:00 , GMT-0400,Facebook,4745,,https://www.facebook.com/txrebels/posts/1166890520099436
Facebook.com/Txrebels,Heart of Texas,251373,2017-08-26,19:30:00 , GMT-0400,Facebook,4722,,https://www.facebook.com/txrebels/posts/1329126477209172
Facebook.com/Txrebels,Heart of Texas,166430,2016-12-31,15:55:00 , GMT-0500,Facebook,4710,,https://www.facebook.com/txrebels/posts/1081134745341681
Facebook.com/Txrebels,Heart of Texas,178403,2017-02-09,17:00:03 , GMT-0500,Facebook,4698,,https://www.facebook.com/txrebels/posts/1128117857310036
Facebook.com/Txrebels,Heart of Texas,189051,2017-03-06,15:59:00 , GMT-0500,Facebook,4690,,https://www.facebook.com/txrebels/posts/1150332108421944
Facebook.com/Txrebels,Heart of Texas,172343,2017-01-20,18:00:00 , GMT-0500,Facebook,4686,,https://www.facebook.com/txrebels/posts/1106043119517510
Facebook.com/Txrebels,Heart of Texas,249085,2017-08-19,19:30:00 , GMT-0400,Facebook,4647,,https://www.facebook.com/txrebels/posts/1321926574595829
Facebook.com/Txrebels,Heart of Texas,199162,2017-03-29,18:00:00 , GMT-0400,Facebook,4637,,https://www.facebook.com/txrebels/posts/1172998862821935
Facebook.com/Txrebels,Heart of Texas,215610,2017-05-03,16:00:00 , GMT-0400,Facebook,4633,,https://www.facebook.com/txrebels/posts/1203127753142379
Facebook.com/Txrebels,Heart of Texas,216631,2017-05-07,18:00:00 , GMT-0400,Facebook,4627,,https://www.facebook.com/txrebels/posts/1203142899807531
Facebook.com/Txrebels,Heart of Texas,160596,2016-12-14,11:11:03 , GMT-0500,Facebook,4622,,https://www.facebook.com/txrebels/posts/1073957362726086
Facebook.com/Txrebels,Heart of Texas,211767,2017-04-20,20:20:00 , GMT-0400,Facebook,4621,,https://www.facebook.com/txrebels/posts/1199361830185638
Facebook.com/Txrebels,Heart of Texas,221476,2017-05-26,19:00:00 , GMT-0400,Facebook,4584,,https://www.facebook.com/txrebels/posts/1232862580168896
Facebook.com/Txrebels,Heart of Texas,166430,2016-12-31,14:08:00 , GMT-0500,Facebook,4557,,https://www.facebook.com/txrebels/posts/1084068435048312
Facebook.com/Txrebels,Heart of Texas,200756,2017-04-03,19:08:00 , GMT-0400,Facebook,4549,,https://www.facebook.com/txrebels/posts/1173086416146513
Facebook.com/Txrebels,Heart of Texas,250245,2017-08-24,15:30:00 , GMT-0400,Facebook,4546,,https://www.facebook.com/txrebels/posts/1328129550642198
Facebook.com/Txrebels,Heart of Texas,194687,2017-03-24,10:05:45 , GMT-0400,Facebook,4546,,https://www.facebook.com/txrebels/posts/1167738140014674
Facebook.com/Txrebels,Heart of Texas,183464,2017-02-22,9:00:01 , GMT-0500,Facebook,4544,,https://www.facebook.com/txrebels/posts/1138781789576976
Facebook.com/Txrebels,Heart of Texas,184593,2017-02-25,18:00:00 , GMT-0500,Facebook,4535,,https://www.facebook.com/txrebels/posts/1138883059566849
Facebook.com/Txrebels,Heart of Texas,183153,2017-02-21,18:30:00 , GMT-0500,Facebook,4525,,https://www.facebook.com/txrebels/posts/1138862816235540
Facebook.com/Txrebels,Heart of Texas,170235,2017-01-12,17:30:00 , GMT-0500,Facebook,4515,,https://www.facebook.com/txrebels/posts/1098382853616870
Facebook.com/Txrebels,Heart of Texas,187507,2017-03-03,17:00:01 , GMT-0500,Facebook,4504,,https://www.facebook.com/txrebels/posts/1147676775354144
Facebook.com/Txrebels,Heart of Texas,201743,2017-04-08,18:00:00 , GMT-0400,Facebook,4501,,https://www.facebook.com/txrebels/posts/1173099936145161
Facebook.com/Txrebels,Heart of Texas,223542,2017-06-06,19:30:00 , GMT-0400,Facebook,4476,,https://www.facebook.com/txrebels/posts/1244839982304489
Facebook.com/Txrebels,Heart of Texas,191958,2017-03-13,19:37:01 , GMT-0400,Facebook,4462,,https://www.facebook.com/txrebels/posts/1157602077694947
Facebook.com/Txrebels,Heart of Texas,199162,2017-03-29,19:55:00 , GMT-0400,Facebook,4453,,https://www.facebook.com/txrebels/posts/1173000926155062
Facebook.com/Txrebels,Heart of Texas,238467,2017-07-16,16:11:00 , GMT-0400,Facebook,4449,,https://www.facebook.com/txrebels/posts/1285047594950394
Facebook.com/Txrebels,Heart of Texas,210028,2017-04-16,16:00:00 , GMT-0400,Facebook,4440,,https://www.facebook.com/txrebels/posts/1191181311003690
Facebook.com/Txrebels,Heart of Texas,215610,2017-05-03,16:49:00 , GMT-0400,Facebook,4427,,https://www.facebook.com/txrebels/posts/1203132193141935
Facebook.com/Txrebels,Heart of Texas,241093,2017-07-27,16:30:00 , GMT-0400,Facebook,4422,,https://www.facebook.com/txrebels/posts/1299395740182246
Facebook.com/Txrebels,Heart of Texas,170660,2017-01-13,18:00:00 , GMT-0500,Facebook,4415,,https://www.facebook.com/txrebels/posts/1099306433524512
Facebook.com/Txrebels,Heart of Texas,233349,2017-06-28,19:30:00 , GMT-0400,Facebook,4413,,https://www.facebook.com/txrebels/posts/1268444733277347
Facebook.com/Txrebels,Heart of Texas,194098,2017-03-22,18:30:00 , GMT-0400,Facebook,4410,,https://www.facebook.com/txrebels/posts/1165814880207000
Facebook.com/Txrebels,Heart of Texas,163826,2016-12-24,18:00:00 , GMT-0500,Facebook,4409,,https://www.facebook.com/txrebels/posts/1080293838759105
Facebook.com/Txrebels,Heart of Texas,222676,2017-06-02,18:00:00 , GMT-0400,Facebook,4394,,https://www.facebook.com/txrebels/posts/1240006122787875
Facebook.com/Txrebels,Heart of Texas,165954,2016-12-30,15:59:02 , GMT-0500,Facebook,4380,,https://www.facebook.com/txrebels/posts/1084068765048279
Facebook.com/Txrebels,Heart of Texas,215789,2017-05-04,19:03:00 , GMT-0400,Facebook,4354,,https://www.facebook.com/txrebels/posts/1203148389806982
Facebook.com/Txrebels,Heart of Texas,200986,2017-04-04,16:59:00 , GMT-0400,Facebook,4353,,https://www.facebook.com/txrebels/posts/1173088286146326
Facebook.com/Txrebels,Heart of Texas,181187,2017-02-16,15:59:00 , GMT-0500,Facebook,4352,,https://www.facebook.com/txrebels/posts/1134045823383906
Facebook.com/Txrebels,Heart of Texas,244872,2017-08-04,19:00:00 , GMT-0400,Facebook,4347,,https://www.facebook.com/txrebels/posts/1307204482734705
Facebook.com/Txrebels,Heart of Texas,200986,2017-04-04,19:11:00 , GMT-0400,Facebook,4346,,https://www.facebook.com/txrebels/posts/1173088966146258
Facebook.com/Txrebels,Heart of Texas,202154,2017-04-10,16:59:00 , GMT-0400,Facebook,4340,,https://www.facebook.com/txrebels/posts/1187310878057400
Facebook.com/Txrebels,Heart of Texas,222239,2017-05-30,18:33:00 , GMT-0400,Facebook,4327,,https://www.facebook.com/txrebels/posts/1236708213117666
Facebook.com/Txrebels,Heart of Texas,215476,2017-05-02,18:00:00 , GMT-0400,Facebook,4326,,https://www.facebook.com/txrebels/posts/1203141349807686
Facebook.com/Txrebels,Heart of Texas,239570,2017-07-18,21:00:00 , GMT-0400,Facebook,4310,,https://www.facebook.com/txrebels/posts/1289138274541326
Facebook.com/Txrebels,Heart of Texas,201356,2017-04-06,15:16:00 , GMT-0400,Facebook,4297,,https://www.facebook.com/txrebels/posts/1173094039479084
Facebook.com/Txrebels,Heart of Texas,168382,2017-01-06,18:00:00 , GMT-0500,Facebook,4287,,https://www.facebook.com/txrebels/posts/1084826671639155
Facebook.com/Txrebels,Heart of Texas,168382,2017-01-05,19:20:00 , GMT-0500,Facebook,4286,,https://www.facebook.com/txrebels/posts/1084825544972601
Facebook.com/Txrebels,Heart of Texas,200283,2017-04-01,18:00:00 , GMT-0400,Facebook,4282,,https://www.facebook.com/txrebels/posts/1173078239480664
Facebook.com/Txrebels,Heart of Texas,220136,2017-05-20,19:25:00 , GMT-0400,Facebook,4263,,https://www.facebook.com/txrebels/posts/1225720940883060
Facebook.com/Txrebels,Heart of Texas,200986,2017-04-04,16:10:00 , GMT-0400,Facebook,4260,,https://www.facebook.com/txrebels/posts/1173087982813023
Facebook.com/Txrebels,Heart of Texas,225270,2017-06-13,19:30:00 , GMT-0400,Facebook,4251,,https://www.facebook.com/txrebels/posts/1252953054826515
Facebook.com/Txrebels,Heart of Texas,216268,2017-05-06,18:00:00 , GMT-0400,Facebook,4245,,https://www.facebook.com/txrebels/posts/1203142619807559
Facebook.com/Txrebels,Heart of Texas,198622,2017-03-27,20:15:00 , GMT-0400,Facebook,4238,,https://www.facebook.com/txrebels/posts/1170778136377341
Facebook.com/Txrebels,Heart of Texas,177688,2017-02-07,15:59:00 , GMT-0500,Facebook,4233,,https://www.facebook.com/txrebels/posts/1125421094246379
Facebook.com/Txrebels,Heart of Texas,193310,2017-03-19,19:00:00 , GMT-0400,Facebook,4218,,https://www.facebook.com/txrebels/posts/1161201320668356
Facebook.com/Txrebels,Heart of Texas,163522,2016-12-23,15:59:02 , GMT-0500,Facebook,4214,,https://www.facebook.com/txrebels/posts/1081744355280720
Facebook.com/Txrebels,Heart of Texas,169672,2017-01-10,19:44:00 , GMT-0500,Facebook,4208,,https://www.facebook.com/txrebels/posts/1096570640464758
Facebook.com/Txrebels,Heart of Texas,213056,2017-04-24,16:59:00 , GMT-0400,Facebook,4206,,https://www.facebook.com/txrebels/posts/1204008159721005
Facebook.com/Txrebels,Heart of Texas,200009,2017-03-31,9:56:00 , GMT-0400,Facebook,4194,,https://www.facebook.com/txrebels/posts/1173075216147633
Facebook.com/Txrebels,Heart of Texas,194687,2017-03-24,18:00:00 , GMT-0400,Facebook,4183,,https://www.facebook.com/txrebels/posts/1167856440002844
Facebook.com/Txrebels,Heart of Texas,219486,2017-05-16,19:34:00 , GMT-0400,Facebook,4179,,https://www.facebook.com/txrebels/posts/1224025527719268
Facebook.com/Txrebels,Heart of Texas,245271,2017-08-06,19:00:00 , GMT-0400,Facebook,4178,,https://www.facebook.com/txrebels/posts/1307220712733082
Facebook.com/Txrebels,Heart of Texas,244071,2017-07-31,21:00:00 , GMT-0400,Facebook,4167,,https://www.facebook.com/txrebels/posts/1303333939788426
Facebook.com/Txrebels,Heart of Texas,234260,2017-07-03,16:59:00 , GMT-0400,Facebook,4166,,https://www.facebook.com/txrebels/posts/1273898122732008
Facebook.com/Txrebels,Heart of Texas,221630,2017-05-27,18:59:00 , GMT-0400,Facebook,4154,,https://www.facebook.com/txrebels/posts/1229357027186118
Facebook.com/Txrebels,Heart of Texas,234858,2017-07-06,20:09:00 , GMT-0400,Facebook,4152,,https://www.facebook.com/txrebels/posts/1274939159294571
Facebook.com/Txrebels,Heart of Texas,240598,2017-07-25,11:00:01 , GMT-0400,Facebook,4150,,https://www.facebook.com/txrebels/posts/1296849727103514
Facebook.com/Txrebels,Heart of Texas,173373,2017-01-25,17:01:00 , GMT-0500,Facebook,4137,,https://www.facebook.com/txrebels/posts/1112078115580677
Facebook.com/Txrebels,Heart of Texas,171716,2017-01-16,18:00:00 , GMT-0500,Facebook,4118,,https://www.facebook.com/txrebels/posts/1102257939896028
Facebook.com/Txrebels,Heart of Texas,231749,2017-06-20,19:00:00 , GMT-0400,Facebook,4113,,https://www.facebook.com/txrebels/posts/1260580894063731
Facebook.com/Txrebels,Heart of Texas,252246,2017-08-27,20:00:00 , GMT-0400,Facebook,4092,,https://www.facebook.com/txrebels/posts/1329131713875315
Facebook.com/Txrebels,Heart of Texas,194687,2017-03-24,18:30:00 , GMT-0400,Facebook,4088,,https://www.facebook.com/txrebels/posts/1167856676669487
Facebook.com/Txrebels,Heart of Texas,190420,2017-03-09,9:00:01 , GMT-0500,Facebook,4087,,https://www.facebook.com/txrebels/posts/1153315928123562
Facebook.com/Txrebels,Heart of Texas,239318,2017-07-18,16:59:00 , GMT-0400,Facebook,4075,,https://www.facebook.com/txrebels/posts/1288918684563285
Facebook.com/Txrebels,Heart of Texas,164245,2016-12-26,19:00:00 , GMT-0500,Facebook,4068,,https://www.facebook.com/txrebels/posts/1084070601714762
Facebook.com/Txrebels,Heart of Texas,216268,2017-05-05,20:08:00 , GMT-0400,Facebook,4060,,https://www.facebook.com/txrebels/posts/1203152393139915
Facebook.com/Txrebels,Heart of Texas,176687,2017-02-04,9:00:01 , GMT-0500,Facebook,4057,,https://www.facebook.com/txrebels/posts/1119077774880711
Facebook.com/Txrebels,Heart of Texas,235067,2017-07-07,18:30:00 , GMT-0400,Facebook,4021,,https://www.facebook.com/txrebels/posts/1274940595961094
Facebook.com/Txrebels,Heart of Texas,219114,2017-05-14,19:30:00 , GMT-0400,Facebook,4018,,https://www.facebook.com/txrebels/posts/1220445811410573
Facebook.com/Txrebels,Heart of Texas,198622,2017-03-28,19:00:00 , GMT-0400,Facebook,4003,,https://www.facebook.com/txrebels/posts/1171927506262404
Facebook.com/Txrebels,Heart of Texas,162646,2016-12-20,17:30:00 , GMT-0500,Facebook,4002,,https://www.facebook.com/txrebels/posts/1079440072177815
Facebook.com/Txrebels,Heart of Texas,180288,2017-02-13,15:59:00 , GMT-0500,Facebook,3976,,https://www.facebook.com/txrebels/posts/1131300560325099
Facebook.com/Txrebels,Heart of Texas,224320,2017-06-11,19:00:00 , GMT-0400,Facebook,3976,,https://www.facebook.com/txrebels/posts/1248367965285024
Facebook.com/Txrebels,Heart of Texas,161031,2016-12-16,14:23:00 , GMT-0500,Facebook,3974,,https://www.facebook.com/txrebels/posts/1074969179291571
Facebook.com/Txrebels,Heart of Texas,164063,2016-12-25,17:00:00 , GMT-0500,Facebook,3974,,https://www.facebook.com/txrebels/posts/1081136522008170
Facebook.com/Txrebels,Heart of Texas,162279,2016-12-19,17:00:00 , GMT-0500,Facebook,3971,,https://www.facebook.com/txrebels/posts/1078612472260575
Facebook.com/Txrebels,Heart of Texas,183464,2017-02-22,18:30:02 , GMT-0500,Facebook,3970,,https://www.facebook.com/txrebels/posts/1138881079567047
Facebook.com/Txrebels,Heart of Texas,238467,2017-07-16,18:11:00 , GMT-0400,Facebook,3970,,https://www.facebook.com/txrebels/posts/1285047708283716
Facebook.com/Txrebels,Heart of Texas,160730,2016-12-15,14:19:00 , GMT-0500,Facebook,3970,,https://www.facebook.com/txrebels/posts/1074964169292072
Facebook.com/Txrebels,Heart of Texas,159770,2016-12-09,21:27:04 , GMT-0500,Facebook,3961,,https://www.facebook.com/txrebels/posts/1067500660038423
Facebook.com/Txrebels,Heart of Texas,193845,2017-03-21,16:59:00 , GMT-0400,Facebook,3958,,https://www.facebook.com/txrebels/posts/1164816540306834
Facebook.com/Txrebels,Heart of Texas,201743,2017-04-08,10:20:00 , GMT-0400,Facebook,3951,,https://www.facebook.com/txrebels/posts/1173097319478756
Facebook.com/Txrebels,Heart of Texas,222890,2017-06-03,10:08:00 , GMT-0400,Facebook,3948,,https://www.facebook.com/txrebels/posts/1239910812797406
Facebook.com/Txrebels,Heart of Texas,160428,2016-12-13,14:12:00 , GMT-0500,Facebook,3947,,https://www.facebook.com/txrebels/posts/1072898286165327
Facebook.com/Txrebels,Heart of Texas,189051,2017-03-05,19:30:00 , GMT-0500,Facebook,3940,,https://www.facebook.com/txrebels/posts/1145222378932917
Facebook.com/Txrebels,Heart of Texas,181935,2017-02-18,19:02:00 , GMT-0500,Facebook,3905,,https://www.facebook.com/txrebels/posts/1131376476984174
Facebook.com/Txrebels,Heart of Texas,160730,2016-12-15,10:19:46 , GMT-0500,Facebook,3894,,https://www.facebook.com/txrebels/posts/1073961666058989
Facebook.com/Txrebels,Heart of Texas,200283,2017-04-01,18:59:00 , GMT-0400,Facebook,3882,,https://www.facebook.com/txrebels/posts/1173078552813966
Facebook.com/Txrebels,Heart of Texas,169901,2017-01-11,15:59:00 , GMT-0500,Facebook,3879,,https://www.facebook.com/txrebels/posts/1097355920386230
Facebook.com/Txrebels,Heart of Texas,162646,2016-12-20,14:00:00 , GMT-0500,Facebook,3877,,https://www.facebook.com/txrebels/posts/1079439312177891
Facebook.com/Txrebels,Heart of Texas,201356,2017-04-06,17:02:36 , GMT-0400,Facebook,3871,,https://www.facebook.com/txrebels/posts/1173094629479025
Facebook.com/Txrebels,Heart of Texas,180884,2017-02-15,17:29:00 , GMT-0500,Facebook,3862,,https://www.facebook.com/txrebels/posts/1132995793488909
Facebook.com/Txrebels,Heart of Texas,189458,2017-03-07,19:00:01 , GMT-0500,Facebook,3850,,https://www.facebook.com/txrebels/posts/1151233858331769
Facebook.com/Txrebels,Heart of Texas,247358,2017-08-14,18:30:00 , GMT-0400,Facebook,3847,,https://www.facebook.com/txrebels/posts/1317123241742829
Facebook.com/Txrebels,Heart of Texas,236882,2017-07-12,19:40:00 , GMT-0400,Facebook,3844,,https://www.facebook.com/txrebels/posts/1282907338497753
Facebook.com/Txrebels,Heart of Texas,202154,2017-04-10,16:00:00 , GMT-0400,Facebook,3842,,https://www.facebook.com/txrebels/posts/1187310748057413
